compare,timestampA,timestampB,hungarian
41,2008-01-06_16-01-11,2008-01-10_14-34-15,0.8857142857142858
42,2008-01-10_14-34-15,2008-01-19_17-08-39,-1.0
43,2008-01-19_17-08-39,2010-01-05_12-17-05,-1.0
44,2010-01-05_12-17-05,2012-02-02_07-26-39,-1.0
45,2012-02-02_07-26-39,2012-02-23_21-03-18,-1.0
46,2012-02-23_21-03-18,2012-08-25_14-25-22,-1.0
47,2012-08-25_14-25-22,2012-10-21_17-57-23,-1.0
48,2012-10-21_17-57-23,2012-11-21_20-38-29,-1.0
49,2012-11-21_20-38-29,2013-04-14_12-35-25,-1.0
50,2013-04-14_12-35-25,2013-04-14_21-43-22,-1.0
51,2013-04-14_21-43-22,2013-06-16_20-00-11,-1.0
52,2013-06-16_20-00-11,2013-06-30_15-58-24,-1.0
53,2013-06-30_15-58-24,2013-07-19_02-03-02,-1.0
54,2013-07-19_02-03-02,2013-08-30_01-53-31,-1.0
55,2013-08-30_01-53-31,2014-06-10_21-57-05,-1.0
56,2014-06-10_21-57-05,2014-08-18_19-10-45,-1.0
57,2014-08-18_19-10-45,2014-09-20_13-20-17,-1.0
58,2014-09-20_13-20-17,2014-10-20_19-52-29,-1.0
59,2014-10-20_19-52-29,2015-01-16_13-36-53,-1.0
60,2015-01-16_13-36-53,2015-04-08_17-17-44,-1.0
61,2015-04-08_17-17-44,2015-04-15_20-53-00,0.6217345872518288
62,2015-04-15_20-53-00,2015-07-31_03-05-24,0.7157943067033975
63,2015-07-31_03-05-24,2015-08-29_22-12-56,0.6860606060606059
64,2015-08-29_22-12-56,2016-07-15_04-45-08,0.6380487804878049
65,2016-07-15_04-45-08,2016-10-01_15-52-00,0.6541666666666668
66,2016-10-01_15-52-00,2016-10-05_13-29-55,0.7855769230769231
67,2016-10-05_13-29-55,2017-03-20_12-41-22,0.7069999999999999
68,2017-03-20_12-41-22,2017-04-30_02-08-59,0.7013333333333334
69,2017-04-30_02-08-59,2017-05-08_22-09-08,0.7254901960784313
70,2017-05-08_22-09-08,2018-10-21_21-55-18,0.6506944444444444
71,2018-10-21_21-55-18,2019-02-23_08-27-32,0.7223133716160788
72,2019-02-23_08-27-32,2019-03-03_18-50-03,0.7734113712374583
73,2019-03-03_18-50-03,2019-03-10_23-00-19,0.7608695652173914
74,2019-03-10_23-00-19,2019-09-04_15-59-23,0.7152600170502983
75,2019-09-04_15-59-23,2020-02-17_04-11-07,0.7330754352030948
76,2020-02-17_04-11-07,2020-08-07_02-25-50,0.7029053420805997
77,2020-08-07_02-25-50,2020-10-28_17-03-37,0.7556122448979591
78,2020-10-28_17-03-37,2020-12-06_00-02-46,0.7249334516415261
